"english","target","hint","explanation","level"
"The new coffee machine is not exactly great.","Der neue Kaffeeautomat ist nicht gerade der große Bringer.","Colloquial judgment: not exactly impressive.","Mondatváza:
`Pozíció 1 + ist (V2) + középmező; mellékmondatban az ige a végére kerül`

Szórend – miért így:
Semleges főmondati kezdés: az alany áll az első helyen, a ragozott ige („ist”) pedig a második mondatrészben. A mondat beszélt nyelvi; a szórend alapvetően szabályos, de rövidülés, összevonás vagy idiomatikus fordulat teszi természetessé.

A középmező logikája:
A „nicht” közvetlenül azt az elemet vagy igei jelentést előzi meg, amelyet tagad; teljes állítás tagadásakor gyakran a mondatzáró igei rész előtt áll.

Szavak és vonzatok:
A mondatban nincs különleges esetvonzat a fő szerkezeti szabályon túl; a névelők és melléknévi végződések az adott főnév neméhez, számához és esetéhez igazodnak.

Gyors igeelemzés:
Ragozott ige: „ist” (sein); hozzávetőleges helye: 4. mondatrész/szó. A teljes mondat jelentéshordozó lezárását a mondat végi igei elem vagy igekötő adja, ha van ilyen.","B2"
"He wanted to look cool and made a complete fool of himself.","Er wollte cool wirken und hat sich völlig zum Obst gemacht.","Colloquial reflexive expression.","Mondatváza:
`Pozíció 1 + hat (V2) + középmező; mellékmondatban az ige a végére kerül`

Szórend – miért így:
Semleges főmondati kezdés: az alany áll az első helyen, a ragozott ige („hat”) pedig a második mondatrészben. A mondat beszélt nyelvi; a szórend alapvetően szabályos, de rövidülés, összevonás vagy idiomatikus fordulat teszi természetessé.

A középmező logikája:
A középmezőben a már ismert/rövid elemek többnyire előrébb, a hosszabb vagy új információt hordozó elemek később állnak; a legszorosabban az igéhez tartozó elem gyakran közvetlenül a mondatzáró ige előtt jelenik meg.

Szavak és vonzatok:
„sich zum Obst machen” bizalmas idiomatikus kifejezés: nevetségessé teszi magát.

Gyors igeelemzés:
Ragozott ige: „hat” (haben); hozzávetőleges helye: 6. mondatrész/szó. A teljes mondat jelentéshordozó lezárását a mondat végi igei elem vagy igekötő adja, ha van ilyen.","B2"
"What happened has happened; now we are looking for a solution.","Was passiert ist, ist passiert; jetzt suchen wir eine Lösung.","Fixed phrase for accepting the past.","Mondatváza:
`Pozíció 1 + ist (V2) + középmező; mellékmondatban az ige a végére kerül`

Szórend – miért így:
Semleges főmondati kezdés: az alany áll az első helyen, a ragozott ige („ist”) pedig a második mondatrészben. A mondat beszélt nyelvi; a szórend alapvetően szabályos, de rövidülés, összevonás vagy idiomatikus fordulat teszi természetessé.

A középmező logikája:
A középmezőben a már ismert/rövid elemek többnyire előrébb, a hosszabb vagy új információt hordozó elemek később állnak; a legszorosabban az igéhez tartozó elem gyakran közvetlenül a mondatzáró ige előtt jelenik meg.

Szavak és vonzatok:
A mondatban nincs különleges esetvonzat a fő szerkezeti szabályon túl; a névelők és melléknévi végződések az adott főnév neméhez, számához és esetéhez igazodnak.

Gyors igeelemzés:
Ragozott ige: „ist” (sein); hozzávetőleges helye: 3. mondatrész/szó. A teljes mondat jelentéshordozó lezárását a mondat végi igei elem vagy igekötő adja, ha van ilyen.","B1"
"Sometimes I am still slow on the uptake in the morning.","Manchmal stehe ich morgens noch auf der Leitung.","Idiom: be slow to understand.","Mondatváza:
`Pozíció 1 + ragozott ige (V2) + középmező; mellékmondatban az ige a végére kerül`

Szórend – miért így:
A mondat első helyét a kiemelt körülmény („Manchmal …”) foglalja el; emiatt az alany a ragozott ige után következik. A német főmondatban a ragozott ige ettől még a második mondatrész marad. A mondat beszélt nyelvi; a szórend alapvetően szabályos, de rövidülés, összevonás vagy idiomatikus fordulat teszi természetessé.

A középmező logikája:
Az időhatározó általában elöl vagy a középmező elején áll, mert keretet ad az eseménynek.

Szavak és vonzatok:
„auf der Leitung stehen” idiomatikusan azt jelenti: lassan kapcsol, nem érti rögtön.

Gyors igeelemzés:
A mondat ragozott igéjét a tagmondati szerkezet alapján kell azonosítani; főmondatban V2, alárendelt tagmondatban rendszerint mondatvégi helyzetű.","B2"
"We have to speak plainly today before it is too late.","Wir müssen heute Klartext reden, bevor es zu spät ist.","Fixed expression meaning speak directly.","Mondatváza:
`Pozíció 1 + müssen (V2) + középmező; mellékmondatban az ige a végére kerül`

Szórend – miért így:
Semleges főmondati kezdés: az alany áll az első helyen, a ragozott ige („müssen”) pedig a második mondatrészben. A kötőszóval vagy kérdőszóval bevezetett mellékmondatban a ragozott ige a tagmondat végére kerül. Ha a mellékmondat áll elöl, az egész mellékmondat tölti ki a főmondat első helyét, ezért utána rögtön a főmondati ige következik. A mondat beszélt nyelvi; a szórend alapvetően szabályos, de rövidülés, összevonás vagy idiomatikus fordulat teszi természetessé.

A középmező logikája:
Az időhatározó általában elöl vagy a középmező elején áll, mert keretet ad az eseménynek.

Szavak és vonzatok:
„Klartext reden” rögzült kifejezés: nyíltan, kertelés nélkül beszélni.

Gyors igeelemzés:
Ragozott ige: „müssen” (müssen); hozzávetőleges helye: 2. mondatrész/szó. A teljes mondat jelentéshordozó lezárását a mondat végi igei elem vagy igekötő adja, ha van ilyen.","B1"
"The children cracked up laughing at the talking parrot.","Die Kinder haben sich über den sprechenden Papagei kaputtgelacht.","Reflexive colloquial verb in Perfekt.","Mondatváza:
`Pozíció 1 + haben (V2) + középmező; mellékmondatban az ige a végére kerül`

Szórend – miért így:
Semleges főmondati kezdés: az alany áll az első helyen, a ragozott ige („haben”) pedig a második mondatrészben. A mondat beszélt nyelvi; a szórend alapvetően szabályos, de rövidülés, összevonás vagy idiomatikus fordulat teszi természetessé.

A középmező logikája:
A középmezőben a már ismert/rövid elemek többnyire előrébb, a hosszabb vagy új információt hordozó elemek később állnak; a legszorosabban az igéhez tartozó elem gyakran közvetlenül a mondatzáró ige előtt jelenik meg.

Szavak és vonzatok:
A mondatban nincs különleges esetvonzat a fő szerkezeti szabályon túl; a névelők és melléknévi végződések az adott főnév neméhez, számához és esetéhez igazodnak.

Gyors igeelemzés:
Ragozott ige: „haben” (haben); hozzávetőleges helye: 3. mondatrész/szó. A teljes mondat jelentéshordozó lezárását a mondat végi igei elem vagy igekötő adja, ha van ilyen.","B1"
"I will come later because I still have to work.","Ich komme später, ich muss nämlich noch arbeiten.","nämlich explains the preceding statement.","Mondatváza:
`Pozíció 1 + muss (V2) + középmező; mellékmondatban az ige a végére kerül`

Szórend – miért így:
Semleges főmondati kezdés: az alany áll az első helyen, a ragozott ige („muss”) pedig a második mondatrészben. A mondat beszélt nyelvi; a szórend alapvetően szabályos, de rövidülés, összevonás vagy idiomatikus fordulat teszi természetessé.

A középmező logikája:
Az időhatározó általában elöl vagy a középmező elején áll, mert keretet ad az eseménynek.

Szavak és vonzatok:
A mondatban nincs különleges esetvonzat a fő szerkezeti szabályon túl; a névelők és melléknévi végződések az adott főnév neméhez, számához és esetéhez igazodnak.

Gyors igeelemzés:
Ragozott ige: „muss” (müssen); hozzávetőleges helye: 5. mondatrész/szó. A teljes mondat jelentéshordozó lezárását a mondat végi igei elem vagy igekötő adja, ha van ilyen.","B1"
"By the way, I found your jacket in the car.","Übrigens habe ich deine Jacke im Auto gefunden.","Übrigens introduces an extra remark.","Mondatváza:
`Pozíció 1 + habe (V2) + középmező; mellékmondatban az ige a végére kerül`

Szórend – miért így:
A mondat első helyét a kiemelt körülmény („Übrigens …”) foglalja el; emiatt az alany a ragozott ige után következik. A német főmondatban a ragozott ige ettől még a második mondatrész marad. A mondat beszélt nyelvi; a szórend alapvetően szabályos, de rövidülés, összevonás vagy idiomatikus fordulat teszi természetessé.

A középmező logikája:
A középmezőben a már ismert/rövid elemek többnyire előrébb, a hosszabb vagy új információt hordozó elemek később állnak; a legszorosabban az igéhez tartozó elem gyakran közvetlenül a mondatzáró ige előtt jelenik meg.

Szavak és vonzatok:
A mondatban nincs különleges esetvonzat a fő szerkezeti szabályon túl; a névelők és melléknévi végződések az adott főnév neméhez, számához és esetéhez igazodnak.

Gyors igeelemzés:
Ragozott ige: „habe” (haben); hozzávetőleges helye: 2. mondatrész/szó. A teljes mondat jelentéshordozó lezárását a mondat végi igei elem vagy igekötő adja, ha van ilyen.","A2"
"I definitely will not make this mistake a second time.","Diesen Fehler mache ich mit Sicherheit kein zweites Mal.","Fixed phrase expressing certainty.","Mondatváza:
`Pozíció 1 + ragozott ige (V2) + középmező; mellékmondatban az ige a végére kerül`

Szórend – miért így:
A mondat első helyét a kiemelt körülmény („Diesen …”) foglalja el; emiatt az alany a ragozott ige után következik. A német főmondatban a ragozott ige ettől még a második mondatrész marad. A mondat beszélt nyelvi; a szórend alapvetően szabályos, de rövidülés, összevonás vagy idiomatikus fordulat teszi természetessé.

A középmező logikája:
A középmezőben a már ismert/rövid elemek többnyire előrébb, a hosszabb vagy új információt hordozó elemek később állnak; a legszorosabban az igéhez tartozó elem gyakran közvetlenül a mondatzáró ige előtt jelenik meg.

Szavak és vonzatok:
A mondatban nincs különleges esetvonzat a fő szerkezeti szabályon túl; a névelők és melléknévi végződések az adott főnév neméhez, számához és esetéhez igazodnak.

Gyors igeelemzés:
A mondat ragozott igéjét a tagmondati szerkezet alapján kell azonosítani; főmondatban V2, alárendelt tagmondatban rendszerint mondatvégi helyzetű.","B1"
"It is too late anyway, so we will have another coffee.","Es ist eh zu spät, also trinken wir noch einen Kaffee.","eh is common in informal speech.","Mondatváza:
`Pozíció 1 + ist (V2) + középmező; mellékmondatban az ige a végére kerül`

Szórend – miért így:
Semleges főmondati kezdés: az alany áll az első helyen, a ragozott ige („ist”) pedig a második mondatrészben. A mondat beszélt nyelvi; a szórend alapvetően szabályos, de rövidülés, összevonás vagy idiomatikus fordulat teszi természetessé.

A középmező logikája:
A középmezőben a már ismert/rövid elemek többnyire előrébb, a hosszabb vagy új információt hordozó elemek később állnak; a legszorosabban az igéhez tartozó elem gyakran közvetlenül a mondatzáró ige előtt jelenik meg.

Szavak és vonzatok:
A mondatban nincs különleges esetvonzat a fő szerkezeti szabályon túl; a névelők és melléknévi végződések az adott főnév neméhez, számához és esetéhez igazodnak.

Gyors igeelemzés:
Ragozott ige: „ist” (sein); hozzávetőleges helye: 2. mondatrész/szó. A teljes mondat jelentéshordozó lezárását a mondat végi igei elem vagy igekötő adja, ha van ilyen.","B1"
